[03/13 22:44:30.489039][debug][15440][Context.cpp:87] Context destroying ...
[03/13 22:44:30.489751][debug][15440][DeviceManager.cpp:59] DeviceManager destroy ...
[03/13 22:44:30.489806][debug][15440][DeviceManager.cpp:67] DeviceManager Destructors done
[03/13 22:44:30.510531][debug][15440][MfPal.cpp:125] WmfPal destroyed!
[03/13 22:44:30.511364][info][15440][Context.cpp:90] Context destroyed
[03/13 22:45:23.073275][debug][27512][DeviceManager.cpp:112] DeviceManager  createDevice...
[03/13 22:45:23.073685][debug][27512][UsbDeviceEnumerator.cpp:289] UsbDeviceEnumerator createDevice...
[03/13 22:45:23.074274][debug][27512][AstraUvcDevice.cpp:17] AstraUvcDevice init ...
[03/13 22:45:23.074876][debug][27512][AstraUvcDevice.cpp:176] init sensor map start!
[03/13 22:45:23.075143][info][27512][AstraUvcDevice.cpp:193] init sensor map done!
[03/13 22:45:23.075173][debug][27512][AstraUvcDevice.cpp:119] createCommand start!
[03/13 22:45:23.085937][debug][27512][VendorCommand.cpp:198] VendorCommand constructor 12fc9f464f0
[03/13 22:45:23.215320][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:45:23.215431][debug][27512][AstraUvcDevice.cpp:172] Command has been created!
[03/13 22:45:23.245456][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:45:23.245536][info][27512][AbstractDevice.cpp:124] 	- Firmware version: 1.0.22
[03/13 22:45:23.245874][debug][27512][AstraUvcDevice.cpp:313] Init depth process param start!
[03/13 22:45:23.245920][debug][27512][AstraUvcDevice.cpp:324] Astra+ long-distance version!
[03/13 22:45:23.276163][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1005, dataLen: 16
[03/13 22:45:23.276834][debug][27512][AstraUvcDevice.cpp:359] disparityParam: baseline: 7.466821, zpd: 129.75062561035156, zpps: 0.11178778111934662, bitSize: 12, unit: 10, packMode: 1
[03/13 22:45:23.276880][debug][27512][AstraUvcDevice.cpp:361] softFilterParam: maxSpeckleSize: 960, maxDiff: 16, filterType: 0
[03/13 22:45:23.307623][debug][27512][HostProtocol.cpp:450] get property value success! propertyId=63, cur={intValue: 0, floatValue: 0}, max={intValue: 1, floatValue: 1.4013e-45}, min={intValue: 0, floatValue: 0},def={intValue: 0, floatValue: 0},step={intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.307708][debug][27512][PropertyAccessor.cpp:34] get property value range success! propertyId: 63, range: {max: {intValue: 1, floatValue: 1.4013e-45}, min: {intValue: 0, floatValue: 0}, step: {intValue: 1, floatValue: 1.4013e-45}, def: {intValue: 0, floatValue: 0}}
[03/13 22:45:23.307753][debug][27512][HostProtocol.cpp:417] Set property value, propertyId=63, value={intValue: 0, floatValue: 0}
[03/13 22:45:23.338046][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 63, value: {intValue: 0, floatValue: 0}
[03/13 22:45:23.368752][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1001, dataLen: 136
[03/13 22:45:23.393615][debug][27512][HostProtocol.cpp:417] Set property value, propertyId=63, value={intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.418932][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 63, value: {intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.449544][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1001, dataLen: 136
[03/13 22:45:23.470481][info][27512][AstraUvcDevice.cpp:402] Init depth process param done!
[03/13 22:45:23.470981][info][27512][AstraUvcDevice.cpp:23] Astra device created! PID: 0x0636, SN: BY1N73300A2
[03/13 22:45:23.471009][debug][27512][UsbDeviceEnumerator.cpp:338] Device created successfully! Name: Astra+, PID: 0x0636, SN/ID: BY1N73300A2
[03/13 22:45:23.471033][info][27512][DeviceManager.cpp:157] Device created successfully! Name: Astra+, PID: 0x0636, SN/ID: BY1N73300A2
[03/13 22:45:23.477456][debug][27512][FrameProcessor.cpp:70] FrameProcessor init with 1 blocks! @1304870353872
[03/13 22:45:23.477891][debug][27512][FrameProcessingBlock.cpp:26] Block created with frame queue size: 10
[03/13 22:45:23.478101][debug][27512][FrameProcessor.cpp:78]  - block: FormatConverter, status: disable
[03/13 22:45:23.478614][debug][27512][VideoSensor.cpp:267] VideoSensor construct!
[03/13 22:45:23.479084][debug][27512][VideoSensor.cpp:303] VideoSensor created, @OB_SENSOR_COLOR
[03/13 22:45:23.479237][info][27512][AstraUvcDevice.cpp:276] Color sensor has been created!
[03/13 22:45:23.580453][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 2000, value: {intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.581135][debug][27512][Pipeline.cpp:29] Pipeline init ...
[03/13 22:45:23.581172][debug][27512][Pipeline.cpp:165] loadFrameQueueSizeConfig() config queue size: 10
[03/13 22:45:23.581397][info][27512][Pipeline.cpp:44] Pipeline created with device: {name: Astra+, sn: BY1N73300A2}, @0x12FD0540420
[03/13 22:45:23.585091][debug][27512][VideoSensor.cpp:448] Query stream profile! size= 95, SensorType=OB_SENSOR_COLOR
[03/13 22:45:23.585128][debug][27512][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 640, height: 480, fps: 30}
[03/14 01:22:24.366473][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 2048, height: 1536, fps: 15}
[03/14 01:22:24.366488][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 640, height: 480, fps: 25}
[03/14 01:22:24.366504][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 640, height: 480, fps: 15}
[03/14 01:22:24.366519][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 640, height: 480, fps: 10}
[03/14 01:22:24.366534][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 640, height: 480, fps: 7}
[03/14 01:22:24.366550][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 800, height: 600, fps: 15}
[03/14 01:22:24.366565][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 800, height: 600, fps: 10}
[03/14 01:22:24.366581][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 800, height: 600, fps: 7}
[03/14 01:22:24.366596][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 1280, height: 720, fps: 10}
[03/14 01:22:24.366611][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 1280, height: 720, fps: 7}
[03/14 01:22:24.366627][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 1920, height: 1080, fps: 5}
[03/14 01:22:24.366642][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 2048, height: 1536, fps: 3}
[03/14 01:22:24.366657][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 30}
[03/14 01:22:24.366673][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 15}
[03/14 01:22:24.366688][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 10}
[03/14 01:22:24.366705][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 7}
[03/14 01:22:24.366721][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 320, height: 240, fps: 30}
[03/14 01:22:24.366737][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 320, height: 240, fps: 15}
[03/14 01:22:24.366752][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 320, height: 240, fps: 10}
[03/14 01:22:24.366768][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 320, height: 240, fps: 7}
[03/14 01:22:24.366783][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 800, height: 600, fps: 30}
[03/14 01:22:24.366798][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 800, height: 600, fps: 15}
[03/14 01:22:24.366814][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 800, height: 600, fps: 10}
[03/14 01:22:24.366829][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 800, height: 600, fps: 7}
[03/14 01:22:24.366845][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1280, height: 720, fps: 30}
[03/14 01:22:24.366860][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1280, height: 720, fps: 15}
[03/14 01:22:24.366875][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1280, height: 720, fps: 10}
[03/14 01:22:24.366891][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1280, height: 720, fps: 7}
[03/14 01:22:24.366906][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 30}
[03/14 01:22:24.366922][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 15}
[03/14 01:22:24.366937][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 10}
[03/14 01:22:24.366952][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 7}
[03/14 01:22:24.366967][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 2048, height: 1536, fps: 15}
[03/14 01:22:24.366983][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 30}
[03/14 01:22:24.366998][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 15}
[03/14 01:22:24.367013][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 10}
[03/14 01:22:24.367029][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 7}
[03/14 01:22:24.367044][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 30}
[03/14 01:22:24.367059][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 15}
[03/14 01:22:24.367075][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 10}
[03/14 01:22:24.367090][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 7}
[03/14 01:22:24.367106][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 30}
[03/14 01:22:24.367121][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 15}
[03/14 01:22:24.367184][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 10}
[03/14 01:22:24.367255][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 7}
[03/14 01:22:24.367302][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 30}
[03/14 01:22:24.367331][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 15}
[03/14 01:22:24.367361][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 10}
[03/14 01:22:24.367380][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 7}
[03/14 01:22:24.367404][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 30}
[03/14 01:22:24.367429][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 15}
[03/14 01:22:24.367453][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 10}
[03/14 01:22:24.367479][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 7}
[03/14 01:22:24.367512][debug][23132][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 2048, height: 1536, fps: 15}
[03/14 01:22:36.590958][debug][23132][Pipeline.cpp:174] Pipeline start() start!
[03/14 01:22:36.591117][debug][23132][FrameProcessingBlockManager.cpp:75]  FrameProcessingBlockManager started, 0 blocks contained!
[03/14 01:22:36.591154][info][23132][Pipeline.cpp:239] Try to start streams!
[03/14 01:22:36.591213][debug][23132][VideoSensor.cpp:565] VideoSensor::start, @OB_SENSOR_COLOR
[03/14 01:22:36.591272][debug][23132][FrameMemoryPool.cpp:35] FrameMemoryPool created!
[03/14 01:22:36.591363][debug][23132][FrameBufferManager.hpp:65] FrameBufferManager created! frame type:class libobsensor::ColorFrame, obj addr:0x23512c92d60, frame obj total size:0.879MB
[03/14 01:22:36.591402][debug][23132][FrameMemoryPool.cpp:75] ColorFrame bufferManager created!
[03/14 01:22:36.591492][debug][23132][FrameProcessor.cpp:125] Frame processor active blocks chain update: input ->FormatConverter -> output
[03/14 01:22:36.591524][debug][23132][FrameProcessor.cpp:137] FrameProcessor started, 1 blocks contained!
[03/14 01:22:36.591568][info][23132][VideoSensor.cpp:663] start OB_SENSOR_COLOR stream with profile: {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 30}
[03/14 01:22:36.778319][debug][23132][VideoSensor.cpp:714] Stream state changed to STREAM_STATE_STARTING. @OB_SENSOR_COLOR
[03/14 01:22:36.778406][debug][23132][VideoSensor.cpp:716] Stream starting! @OB_SENSOR_COLOR
[03/14 01:22:36.778454][debug][23132][Pipeline.cpp:250] Sensor stream started, sensorType=OB_SENSOR_COLOR
[03/14 01:22:36.778488][info][23132][Pipeline.cpp:252] Start streams done!
[03/14 01:22:36.778520][info][23132][Pipeline.cpp:235] Pipeline start done!
[03/14 01:22:36.884640][warning][23132][Pipeline.cpp:328] Wait for frame timeout, you can try to increase the wait time! current timeout=100
[03/14 01:22:37.103723][debug][33020][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=0.879MB, max limit=2048.000MB
[03/14 01:22:37.103845][debug][33020][VideoSensor.cpp:505] Stream state changed to STREAM_STATE_STREAMING. @OB_SENSOR_COLOR
[03/14 01:22:37.104533][debug][33020][FrameProcessingBlock.cpp:59] FrameProcessingBlock@class libobsensor::FormatConverter process thread started!
[03/14 01:22:37.105131][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=1.759MB, max limit=2048.000MB
[03/14 01:22:37.105582][debug][13364][FrameBufferManager.hpp:65] FrameBufferManager created! frame type:class libobsensor::FrameSet, obj addr:0x23512c94480, frame obj total size:0.000MB
[03/14 01:22:37.105614][debug][13364][FrameMemoryPool.cpp:91] Frameset bufferManager created!
[03/14 01:22:37.105638][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=1.759MB, max limit=2048.000MB
[03/14 01:22:37.105694][debug][13364][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR
[03/14 01:22:37.182766][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=2.638MB, max limit=2048.000MB
[03/14 01:22:37.183528][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=2.638MB, max limit=2048.000MB
[03/14 01:22:37.341549][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=3.518MB, max limit=2048.000MB
[03/14 01:22:37.342072][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=3.518MB, max limit=2048.000MB
[03/14 01:22:38.365405][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/14 01:22:38.365862][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/14 01:22:38.445620][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=5.277MB, max limit=2048.000MB
[03/14 01:22:38.446216][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=5.277MB, max limit=2048.000MB
[03/14 01:22:38.526413][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=6.156MB, max limit=2048.000MB
[03/14 01:22:38.526916][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=6.157MB, max limit=2048.000MB
[03/14 01:22:38.605209][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=7.036MB, max limit=2048.000MB
[03/14 01:22:38.605657][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=7.036MB, max limit=2048.000MB
[03/14 01:22:38.685659][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/14 01:22:38.686547][debug][13364][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=7.916MB, max limit=2048.000MB
[03/14 01:22:38.754683][info][23132][Pipeline.cpp:362] Try to stop pipeline!
[03/14 01:22:38.754742][info][23132][Pipeline.cpp:334] Try to stop streams!
[03/14 01:22:38.754774][debug][23132][VideoSensor.cpp:720] VideoSensor::stop, @OB_SENSOR_COLOR
[03/14 01:22:38.754812][debug][23132][VideoSensor.cpp:743] Stream state changed to STREAM_STATE_STOPPING. @OB_SENSOR_COLOR
[03/14 01:22:39.088969][debug][23132][VideoSensor.cpp:769] stream stoped! @OB_SENSOR_COLOR
[03/14 01:22:39.101204][debug][23132][FrameProcessingBlock.cpp:74] Process thread stoped! class libobsensor::FormatConverter@0x234f09348a0 
[03/14 01:22:39.101287][debug][23132][FrameProcessor.cpp:147] FrameProcessor stoped!
[03/14 01:22:39.101339][debug][23132][VideoSensor.cpp:758] Stream state changed to STREAM_STATE_STOPED. @OB_SENSOR_COLOR
[03/14 01:22:39.101387][info][23132][VideoSensor.cpp:772] Video sensor stopped, @OB_SENSOR_COLOR
[03/14 01:22:39.101437][info][23132][Pipeline.cpp:347] Sensor stream stopped, sensorType=OB_SENSOR_COLOR
[03/14 01:22:39.101472][info][23132][Pipeline.cpp:353] Stop streams done!
[03/14 01:22:39.101510][debug][23132][FrameProcessingBlockManager.cpp:84] FrameProcessingBlockManager stoped!
[03/14 01:22:39.101541][debug][23132][FrameProcessingBlockManager.cpp:20] Processing block list cleared!
[03/14 01:22:39.101594][info][23132][Pipeline.cpp:391] Stop pipeline done!
[03/14 01:22:39.101654][debug][23132][Pipeline.cpp:65] Pipeline deInit start!
[03/14 01:22:39.101697][info][23132][Pipeline.cpp:72] Pipeline destroyed! @0x234F95E0DC0
[03/14 01:22:39.101735][info][23132][AstraUvcDevice.cpp:27] Astra device destroyed! PID: 0x0636, SN: BY1N73300A2
[03/14 01:22:39.101770][debug][23132][VideoSensor.cpp:307] VideoSensor::~VideoSensor(), @OB_SENSOR_COLOR
[03/14 01:22:39.101799][info][23132][VideoSensor.cpp:336] VideoSensor destroyed, @OB_SENSOR_COLOR
[03/14 01:22:39.101886][debug][23132][VendorCommand.cpp:206] destructor 234eff48ba0
[03/14 01:22:39.101934][debug][23132][VendorCommand.cpp:452] disableHeartBeat heartBeatHelper_: 0000000000000000
[03/14 01:22:39.101967][debug][23132][HostProtocol.cpp:139] ~HostProtocol()
[03/14 01:22:39.102027][debug][2908][HostProtocol.cpp:167] emitTranDataFutureSignalThread_ finish
[03/14 01:22:39.104906][debug][23132][FrameProcessor.cpp:91] FrameProcessor destroyed! @2426541478384
[03/14 01:22:39.105304][debug][23132][Context.cpp:87] Context destroying ...
[03/14 01:22:39.105348][debug][23132][DeviceManager.cpp:59] DeviceManager destroy ...
[03/14 01:22:39.105380][debug][23132][DeviceManager.cpp:67] DeviceManager Destructors done
[03/14 01:22:39.336719][debug][23132][MfPal.cpp:125] WmfPal destroyed!
[03/14 01:22:39.338162][debug][23132][FrameBufferManager.hpp:72] FrameBufferManager destroying...! frame type: class libobsensor::FrameSet,  obj addr:0x23512c94480
[03/14 01:22:39.338215][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/14 01:22:39.338237][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/14 01:22:39.338270][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/14 01:22:39.338292][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/14 01:22:39.338312][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/14 01:22:39.338331][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/14 01:22:39.338351][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.914MB, max limit=2048.000MB
[03/14 01:22:39.338370][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.914MB, max limit=2048.000MB
[03/14 01:22:39.338412][debug][23132][FrameBufferManager.cpp:69] AbstractFrameBufferManager destroyed! manager type:class libobsensor::AbstractFrameBufferManager,  obj addr:0x23512c94480
[03/14 01:22:39.338435][debug][23132][FrameBufferManager.hpp:72] FrameBufferManager destroying...! frame type: class libobsensor::ColorFrame,  obj addr:0x23512c92d60
[03/14 01:22:39.338459][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=7.035MB, max limit=2048.000MB
[03/14 01:22:39.338480][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=6.155MB, max limit=2048.000MB
[03/14 01:22:39.338501][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=5.276MB, max limit=2048.000MB
[03/14 01:22:39.338522][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/14 01:22:39.338544][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=3.517MB, max limit=2048.000MB
[03/14 01:22:39.338565][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=2.638MB, max limit=2048.000MB
[03/14 01:22:39.338585][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=1.759MB, max limit=2048.000MB
[03/14 01:22:39.338607][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=0.879MB, max limit=2048.000MB
[03/14 01:22:39.338632][debug][23132][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=0.000MB, max limit=2048.000MB
[03/14 01:22:39.338653][debug][23132][FrameBufferManager.cpp:69] AbstractFrameBufferManager destroyed! manager type:class libobsensor::AbstractFrameBufferManager,  obj addr:0x23512c92d60
[03/14 01:22:39.338674][info][23132][Context.cpp:90] Context destroyed
[03/14 01:22:39.338754][debug][14768][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR [**20 logs in 2233ms, last: 01:22:38.686612**]
[03/14 01:22:39.339098][warning][23380][Pipeline.cpp:328] Wait for frame timeout, you can try to increase the wait time! current timeout=100 [**2 logs in 2454ms, last: 01:22:37.099720**]
[03/14 01:26:09.032635][debug][13152][DeviceManager.cpp:112] DeviceManager  createDevice...
[03/14 01:26:09.032774][debug][13152][UsbDeviceEnumerator.cpp:289] UsbDeviceEnumerator createDevice...
[03/14 01:26:09.032861][debug][13152][AstraUvcDevice.cpp:17] AstraUvcDevice init ...
[03/14 01:26:09.032968][debug][13152][AstraUvcDevice.cpp:176] init sensor map start!
[03/14 01:26:09.033002][info][13152][AstraUvcDevice.cpp:193] init sensor map done!
[03/14 01:26:09.033021][debug][13152][AstraUvcDevice.cpp:119] createCommand start!
[03/14 01:26:09.039920][debug][13152][VendorCommand.cpp:198] VendorCommand constructor 26461538280
[03/14 01:26:09.190803][debug][13152][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/14 01:26:09.190865][debug][13152][AstraUvcDevice.cpp:172] Command has been created!
[03/14 01:26:09.222050][debug][13152][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/14 01:26:09.222122][info][13152][AbstractDevice.cpp:124] 	- Firmware version: 1.0.22
[03/14 01:26:09.222237][debug][13152][AstraUvcDevice.cpp:313] Init depth process param start!
[03/14 01:26:09.222259][debug][13152][AstraUvcDevice.cpp:324] Astra+ long-distance version!
[03/14 01:26:09.252721][debug][13152][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1005, dataLen: 16
[03/14 01:26:09.252859][debug][13152][AstraUvcDevice.cpp:359] disparityParam: baseline: 7.466821, zpd: 129.75062561035156, zpps: 0.11178778111934662, bitSize: 12, unit: 10, packMode: 1
[03/14 01:26:09.252878][debug][13152][AstraUvcDevice.cpp:361] softFilterParam: maxSpeckleSize: 960, maxDiff: 16, filterType: 0
